    Ticket_ID,Month,Region,Network_Type,Issue_Type,Priority,Service_Status,Response_Time_hrs,Resolution_Time_hrs,CSAT_Rating
    TKT-2920,May,Central Zone,Mobile,Installation Delay,Medium,In Progress,17.64,73.08,3.01
    TKT-2921,Dec,North Zone,Broadband,Dropped Calls,High,In Progress,11.56,45.15,3.36
    TKT-2922,Sep,West Zone,Landline,Installation Delay,Medium,Resolved,5.44,61.99,3.7
    TKT-2923,Jul,East Zone,TV,Billing Error,High,Escalated,17.23,61.46,3.02
    TKT-2924,Nov,Central Zone,Broadband,Billing Error,High,In Progress,13.34,67.14,2.88
    TKT-2925,Nov,South Zone,TV,Dropped Calls,High,In Progress,6.79,26.45,3.94
    TKT-2926,Sep,West Zone,Mobile,Slow Internet,Low,In Progress,5.29,23.9,3.89
    TKT-2927,Feb,North Zone,Broadband,No Signal,Low,Resolved,7.85,24.0,4.29
    TKT-2928,Jun,Central Zone,TV,Slow Internet,High,In Progress,14.36,43.2,3.65
    TKT-2929,Dec,East Zone,Mobile,Slow Internet,Medium,Escalated,17.72,35.28,3.8
    TKT-2930,Oct,Central Zone,TV,Slow Internet,Medium,Resolved,12.17,49.35,3.66
    TKT-2931,Nov,Central Zone,Landline,No Signal,High,SLA Breached,9.74,61.25,4.09
    TKT-2932,Dec,West Zone,Mobile,Billing Error,Low,SLA Breached,10.67,34.71,3.73
    TKT-2933,Jun,Central Zone,Broadband,No Signal,Low,SLA Breached,10.26,59.87,3.43
    TKT-2934,Jul,East Zone,Mobile,Slow Internet,Low,In Progress,13.67,38.55,3.91
    TKT-2935,Jul,Central Zone,Mobile,Dropped Calls,Medium,Escalated,12.24,48.01,3.92
    TKT-2936,Jun,South Zone,Broadband,No Signal,Medium,SLA Breached,16.55,54.32,2.62
    TKT-2937,Dec,West Zone,TV,Service Outage,Medium,Resolved,12.84,37.42,3.46
    TKT-2938,Aug,East Zone,Broadband,Service Outage,Low,Resolved,9.68,28.99,3.73
    TKT-2939,Oct,North Zone,Broadband,Dropped Calls,High,Escalated,13.14,68.47,3.35
    TKT-2940,Jun,North Zone,TV,Billing Error,High,Resolved,10.66,25.01,4.37
    TKT-2941,Apr,South Zone,Landline,No Signal,Medium,In Progress,19.86,71.15,3.28
    TKT-2942,Mar,Central Zone,Landline,Installation Delay,Medium,SLA Breached,6.73,58.86,2.88
    TKT-2943,Aug,North Zone,Broadband,Billing Error,Low,Escalated,15.68,72.54,2.85
    TKT-2944,Sep,Central Zone,Broadband,Slow Internet,Low,Escalated,16.71,37.65,3.74
    TKT-2945,Jun,Central Zone,TV,Billing Error,High,Resolved,13.84,32.59,3.8
    TKT-2946,Mar,North Zone,Mobile,No Signal,High,In Progress,10.62,27.36,3.41
    TKT-2947,Feb,Central Zone,Landline,Dropped Calls,High,SLA Breached,12.27,39.77,3.78
    TKT-2948,Jan,West Zone,Mobile,Service Outage,Medium,SLA Breached,9.37,62.72,3.45
    TKT-2949,Apr,South Zone,Landline,Billing Error,High,Escalated,8.14,64.39,2.81
    TKT-2950,Apr,South Zone,Landline,Dropped Calls,Low,Resolved,17.68,33.52,3.49
    TKT-2951,Oct,East Zone,Landline,No Signal,Low,Resolved,9.94,54.3,3.73
    TKT-2952,May,South Zone,Broadband,Installation Delay,Medium,SLA Breached,18.16,43.0,3.11
    TKT-2953,Jun,South Zone,Mobile,Dropped Calls,Low,SLA Breached,7.03,24.28,4.52
    TKT-2954,Mar,Central Zone,Mobile,Dropped Calls,Medium,Escalated,11.47,68.05,2.77
    TKT-2955,Aug,North Zone,Landline,Installation Delay,Medium,SLA Breached,11.7,43.15,3.06
    TKT-2956,Dec,South Zone,TV,Billing Error,High,SLA Breached,5.2,31.45,4.17
    TKT-2957,Oct,West Zone,Broadband,No Signal,High,SLA Breached,11.36,32.83,3.57
    TKT-2958,Jan,West Zone,TV,Installation Delay,High,SLA Breached,7.94,62.15,3.63
    TKT-2959,Jun,West Zone,Landline,Service Outage,Medium,SLA Breached,7.58,18.85,4.41
    TKT-2960,Dec,South Zone,TV,Dropped Calls,High,SLA Breached,17.46,34.83,3.58
    TKT-2961,Sep,North Zone,Mobile,Service Outage,High,In Progress,14.79,46.47,3.38
    TKT-2962,Nov,Central Zone,TV,Dropped Calls,Medium,Escalated,16.25,52.99,3.49
    TKT-2963,Jan,Central Zone,Mobile,No Signal,Medium,Resolved,19.13,63.96,3.2
    TKT-2964,Nov,West Zone,Mobile,Billing Error,Low,Resolved,5.57,17.99,4.76
    TKT-2965,Aug,Central Zone,Broadband,Dropped Calls,Medium,In Progress,12.6,63.89,3.2
    TKT-2966,Dec,North Zone,TV,Dropped Calls,Low,Resolved,16.29,67.14,2.96
    TKT-2967,Mar,South Zone,Mobile,Service Outage,Medium,SLA Breached,8.22,32.67,3.88
    TKT-2968,Aug,South Zone,Landline,Installation Delay,High,Resolved,19.17,45.0,2.93
    TKT-2969,Dec,West Zone,Broadband,Billing Error,Medium,Escalated,12.61,68.93,2.85
    TKT-2970,Jul,West Zone,TV,No Signal,High,Escalated,8.77,64.25,3.77
    TKT-2971,Jun,West Zone,Mobile,Billing Error,Low,Resolved,9.29,32.24,3.88
    TKT-2972,Jun,West Zone,Landline,Service Outage,Medium,Resolved,12.39,57.28,3.58
    TKT-2973,Jan,South Zone,Landline,Billing Error,High,SLA Breached,6.85,36.12,3.75
    TKT-2974,Apr,South Zone,TV,Billing Error,Medium,Resolved,7.87,45.45,4.37
    TKT-2975,May,Central Zone,Landline,Dropped Calls,High,SLA Breached,14.62,44.57,3.71
    TKT-2976,Jan,Central Zone,Mobile,Billing Error,High,Resolved,10.12,55.78,3.85
    TKT-2977,Jan,Central Zone,TV,Billing Error,High,SLA Breached,6.61,34.48,3.83
    TKT-2978,Apr,Central Zone,TV,No Signal,High,Escalated,7.87,43.28,4.23
    TKT-2979,May,North Zone,TV,Slow Internet,Medium,Escalated,19.79,79.79,2.57
    TKT-2980,May,North Zone,Mobile,Service Outage,Low,Resolved,8.27,46.16,3.66
    TKT-2981,Jul,South Zone,Broadband,Billing Error,Low,In Progress,19.62,41.06,3.44
    TKT-2982,Apr,West Zone,Mobile,Slow Internet,High,In Progress,14.55,42.14,3.63
    TKT-2983,Aug,East Zone,Broadband,Dropped Calls,High,In Progress,8.8,20.91,4.23
    TKT-2984,Oct,Central Zone,Landline,Slow Internet,High,Resolved,5.92,37.76,4.1
    TKT-2985,Nov,South Zone,Broadband,No Signal,High,Resolved,9.94,23.57,3.5
    TKT-2986,Feb,South Zone,Landline,Dropped Calls,Medium,SLA Breached,6.75,55.51,3.86
    TKT-2987,Jul,East Zone,Landline,No Signal,Low,SLA Breached,16.08,46.48,3.13
    TKT-2988,Feb,South Zone,TV,Installation Delay,High,Resolved,14.95,51.03,3.39
    TKT-2989,Oct,East Zone,Broadband,Service Outage,High,SLA Breached,14.64,28.32,3.4
    TKT-2990,Dec,North Zone,TV,Installation Delay,Low,In Progress,17.49,69.82,3.06
    TKT-2991,Feb,East Zone,Landline,Billing Error,Low,Escalated,19.23,29.92,2.94
    TKT-2992,Apr,Central Zone,TV,No Signal,Medium,SLA Breached,17.09,32.84,3.84
    TKT-2993,Oct,East Zone,Mobile,Billing Error,Medium,Escalated,7.38,26.92,5.0
    TKT-2994,Aug,West Zone,TV,No Signal,Low,Escalated,9.99,51.53,3.49
    TKT-2995,Jul,West Zone,Broadband,Billing Error,High,Escalated,13.03,51.16,3.45
    TKT-2996,Sep,Central Zone,Broadband,Installation Delay,Medium,SLA Breached,8.23,61.54,3.65
    TKT-2997,Feb,North Zone,Broadband,Installation Delay,Medium,Resolved,10.22,40.83,3.86
    TKT-2998,Feb,Central Zone,Landline,Service Outage,High,SLA Breached,17.6,30.79,3.48
    TKT-2999,Mar,South Zone,TV,No Signal,Low,Resolved,9.51,66.19,3.73
    TKT-3000,Sep,East Zone,Mobile,Dropped Calls,Low,Escalated,7.43,24.38,4.64
    TKT-3001,Nov,West Zone,TV,No Signal,Medium,Resolved,13.91,67.07,3.6
    TKT-3002,Sep,East Zone,TV,Slow Internet,Low,Resolved,7.59,19.0,4.18
    TKT-3003,Jul,South Zone,Mobile,Dropped Calls,Low,In Progress,10.28,38.55,3.16
    TKT-3004,Aug,West Zone,Mobile,Billing Error,High,Resolved,15.35,55.06,3.74
    TKT-3005,May,North Zone,Broadband,Installation Delay,Medium,SLA Breached,6.42,53.44,3.59
    TKT-3006,Feb,South Zone,Landline,Dropped Calls,Low,In Progress,9.58,39.52,3.6
    TKT-3007,May,North Zone,Landline,Slow Internet,Low,Escalated,12.48,69.93,3.34
    TKT-3008,Apr,East Zone,Broadband,Slow Internet,High,SLA Breached,7.35,66.9,3.63
    TKT-3009,Sep,South Zone,Broadband,Dropped Calls,Medium,SLA Breached,7.18,63.84,2.88
    TKT-3010,Mar,Central Zone,Broadband,No Signal,High,Escalated,13.73,29.66,3.89
    TKT-3011,Dec,East Zone,Mobile,Service Outage,Medium,Escalated,13.86,56.46,3.35
    TKT-3012,Oct,South Zone,TV,No Signal,Low,Resolved,9.14,54.73,3.76
    TKT-3013,May,Central Zone,TV,Dropped Calls,High,SLA Breached,16.69,44.74,3.75
    TKT-3014,Nov,North Zone,Landline,Dropped Calls,Low,In Progress,9.79,57.26,3.94
    TKT-3015,Aug,East Zone,TV,Dropped Calls,Medium,SLA Breached,17.22,68.18,3.03
    TKT-3016,Nov,West Zone,Broadband,Billing Error,High,In Progress,19.22,70.19,2.85
    TKT-3017,Jul,South Zone,TV,Installation Delay,Medium,Escalated,15.6,65.38,3.34
    TKT-3018,Jun,North Zone,Mobile,Billing Error,Low,In Progress,19.56,58.72,2.85
    TKT-3019,Apr,Central Zone,TV,Dropped Calls,Low,SLA Breached,12.68,67.96,3.66
    TKT-3020,Oct,Central Zone,Broadband,Service Outage,High,Resolved,13.23,31.16,3.97
    TKT-3021,Feb,East Zone,Broadband,Service Outage,Low,SLA Breached,13.79,38.91,3.34
    TKT-3022,Jul,West Zone,Mobile,Installation Delay,Medium,SLA Breached,15.22,72.1,2.9
    TKT-3023,Jan,West Zone,TV,Dropped Calls,High,In Progress,5.94,59.69,4.28
    TKT-3024,Feb,West Zone,TV,Service Outage,Medium,SLA Breached,10.06,47.46,3.51
    TKT-3025,Jun,South Zone,Broadband,Installation Delay,High,Resolved,9.04,39.88,4.01
    TKT-3026,Mar,Central Zone,Mobile,Slow Internet,High,Escalated,8.97,26.77,3.89
    TKT-3027,Oct,West Zone,Mobile,No Signal,High,Resolved,10.83,63.06,3.41
    TKT-3028,Jun,East Zone,Mobile,Dropped Calls,Medium,In Progress,17.47,69.37,3.02
    TKT-3029,Sep,Central Zone,Landline,No Signal,Medium,Resolved,9.6,41.19,3.75
    TKT-3030,Jan,East Zone,Mobile,Billing Error,Low,SLA Breached,6.93,32.47,4.08
    TKT-3031,Nov,North Zone,Broadband,Service Outage,Medium,Resolved,5.28,33.33,4.15
    TKT-3032,Jul,Central Zone,Broadband,Dropped Calls,Low,In Progress,7.4,56.33,4.0
    TKT-3033,Sep,West Zone,Broadband,No Signal,Medium,In Progress,10.39,36.67,3.77
    TKT-3034,Dec,West Zone,Mobile,Billing Error,Medium,SLA Breached,7.5,46.32,4.36
    TKT-3035,May,North Zone,Broadband,Service Outage,Medium,Escalated,18.57,33.09,3.61
    TKT-3036,Feb,East Zone,Landline,No Signal,Medium,Resolved,6.87,52.54,3.5
    TKT-3037,Nov,East Zone,Broadband,No Signal,High,Resolved,16.2,62.21,2.8
    TKT-3038,Jan,Central Zone,Broadband,Installation Delay,High,SLA Breached,17.74,38.39,3.26
    TKT-3039,Dec,South Zone,Landline,Dropped Calls,High,SLA Breached,14.73,72.97,2.93
    TKT-3040,Nov,West Zone,Mobile,Installation Delay,Medium,SLA Breached,9.09,41.55,2.96
    TKT-3041,Jan,West Zone,Broadband,Service Outage,Low,Resolved,18.42,75.26,2.99
    TKT-3042,Sep,East Zone,Landline,Service Outage,Medium,In Progress,16.32,42.45,3.43
    TKT-3043,Jan,West Zone,Landline,No Signal,High,In Progress,5.28,36.0,4.38
    TKT-3044,Jan,North Zone,Mobile,Service Outage,Medium,Resolved,18.27,62.84,3.23
    TKT-3045,Mar,East Zone,Mobile,Dropped Calls,Low,Escalated,17.45,36.0,3.13
    TKT-3046,May,North Zone,Landline,No Signal,Low,SLA Breached,14.69,29.74,4.27
    TKT-3047,Jan,Central Zone,Landline,Installation Delay,Low,In Progress,6.2,46.32,4.05
    TKT-3048,Dec,South Zone,Broadband,No Signal,High,Resolved,10.34,45.57,3.34
    TKT-3049,Mar,West Zone,TV,Slow Internet,Low,SLA Breached,8.36,47.76,3.69
    TKT-3050,Aug,Central Zone,Broadband,No Signal,Medium,SLA Breached,13.16,56.92,3.31
    TKT-3051,Jan,North Zone,Landline,Dropped Calls,Medium,In Progress,19.57,79.37,2.59
    TKT-3052,Nov,West Zone,TV,Slow Internet,Medium,SLA Breached,19.19,42.35,3.41
    TKT-3053,Aug,East Zone,Mobile,No Signal,High,SLA Breached,10.09,51.3,3.89
    TKT-3054,Feb,South Zone,TV,Slow Internet,Low,Escalated,14.14,47.66,3.81
    TKT-3055,Dec,North Zone,Broadband,Service Outage,High,In Progress,13.44,30.1,3.82
    TKT-3056,May,West Zone,TV,Billing Error,High,SLA Breached,14.14,51.84,3.44
    TKT-3057,Apr,South Zone,TV,Service Outage,High,In Progress,16.58,74.4,2.81
    TKT-3058,Sep,Central Zone,Mobile,Billing Error,Medium,In Progress,12.34,63.07,3.14
    TKT-3059,Dec,North Zone,TV,Dropped Calls,High,Escalated,5.13,50.65,4.18
    TKT-3060,Mar,West Zone,TV,Installation Delay,Medium,Escalated,12.83,30.46,4.05
    TKT-3061,Jun,South Zone,Broadband,Billing Error,High,Resolved,7.81,59.24,3.6
    TKT-3062,Oct,South Zone,Landline,No Signal,High,In Progress,13.76,54.75,3.07
    TKT-3063,Jan,West Zone,Broadband,Installation Delay,High,Escalated,14.35,33.75,3.53
    TKT-3064,Jan,Central Zone,Broadband,Service Outage,High,In Progress,7.31,48.1,4.16
    TKT-3065,May,East Zone,TV,Installation Delay,Medium,In Progress,14.34,53.51,3.13
    TKT-3066,Aug,South Zone,TV,Slow Internet,Low,SLA Breached,6.57,54.08,3.86
    TKT-3067,Aug,Central Zone,Broadband,Service Outage,Low,In Progress,19.8,75.09,2.72
    TKT-3068,Dec,South Zone,TV,Billing Error,High,Escalated,8.5,23.72,3.81
    TKT-3069,Apr,Central Zone,Landline,Service Outage,Medium,SLA Breached,12.19,36.62,4.16
    TKT-3070,Sep,West Zone,Broadband,Dropped Calls,High,SLA Breached,18.95,65.98,2.94
    TKT-3071,Dec,West Zone,Broadband,Installation Delay,High,SLA Breached,10.71,58.47,3.74
    TKT-3072,Oct,Central Zone,Landline,Slow Internet,High,SLA Breached,9.61,42.89,3.89
    TKT-3073,May,East Zone,Landline,Installation Delay,Low,Resolved,17.69,30.04,3.81
    TKT-3074,Jul,East Zone,Landline,Dropped Calls,Low,Resolved,12.81,50.05,3.34
    TKT-3075,Aug,Central Zone,Broadband,Dropped Calls,High,Escalated,19.77,44.21,3.48
    TKT-3076,Dec,East Zone,Broadband,No Signal,High,In Progress,5.75,29.07,4.01
    TKT-3077,Jul,West Zone,Mobile,Billing Error,High,In Progress,5.41,30.03,3.91
    TKT-3078,Jun,North Zone,Landline,Slow Internet,Medium,In Progress,16.12,40.83,4.16
    TKT-3079,Jan,North Zone,Mobile,Slow Internet,Low,Resolved,7.94,36.34,3.87
    TKT-3080,Oct,North Zone,Broadband,Slow Internet,High,SLA Breached,13.94,72.85,3.13
    TKT-3081,Jan,West Zone,Landline,Billing Error,Medium,SLA Breached,10.35,69.63,3.45
    TKT-3082,May,Central Zone,Broadband,Dropped Calls,High,Resolved,12.85,31.97,3.29
    TKT-3083,Jun,North Zone,TV,Dropped Calls,Medium,SLA Breached,8.43,53.59,3.58
    TKT-3084,Apr,East Zone,Mobile,Service Outage,Low,In Progress,6.7,55.04,3.81
    TKT-3085,Jan,East Zone,TV,Billing Error,High,In Progress,14.99,54.38,3.76
    TKT-3086,May,Central Zone,Landline,Billing Error,Medium,Resolved,7.42,22.6,4.04
    TKT-3087,Feb,South Zone,Landline,No Signal,Low,Resolved,8.3,18.86,4.48
    TKT-3088,May,West Zone,Landline,No Signal,Medium,In Progress,13.93,73.86,3.41
    TKT-3089,Apr,South Zone,Broadband,Service Outage,Medium,SLA Breached,10.3,23.48,4.4
    TKT-3090,Jul,North Zone,Landline,Slow Internet,High,In Progress,9.63,37.77,4.24
    TKT-3091,Jul,East Zone,TV,No Signal,Medium,SLA Breached,12.92,64.3,3.48
    TKT-3092,Dec,West Zone,Mobile,Dropped Calls,Low,SLA Breached,16.73,31.93,3.81
    TKT-3093,Apr,West Zone,Mobile,Dropped Calls,Medium,Resolved,5.44,46.09,3.64
    TKT-3094,Dec,East Zone,TV,Billing Error,Medium,In Progress,6.68,49.26,4.1
    TKT-3095,Dec,South Zone,Mobile,Slow Internet,High,Escalated,12.82,72.35,3.46
    TKT-3096,Jan,West Zone,TV,Installation Delay,High,SLA Breached,12.03,26.92,3.94
    TKT-3097,Nov,Central Zone,Landline,Slow Internet,High,In Progress,19.44,36.88,2.67
    TKT-3098,Nov,West Zone,TV,No Signal,High,SLA Breached,9.68,67.46,3.03
    TKT-3099,Mar,Central Zone,TV,Dropped Calls,Low,Resolved,5.89,65.08,3.5
    TKT-3100,May,Central Zone,Mobile,Billing Error,Medium,SLA Breached,6.53,20.9,4.06
    TKT-3101,Sep,West Zone,Broadband,Installation Delay,Low,Escalated,11.71,69.23,3.43
    TKT-3102,Nov,West Zone,Broadband,Slow Internet,High,Escalated,8.8,59.69,3.72
    TKT-3103,Nov,North Zone,TV,Slow Internet,Medium,Resolved,17.63,55.08,3.25
    TKT-3104,Jul,East Zone,TV,Slow Internet,Low,Resolved,18.29,28.31,3.58
    TKT-3105,Nov,Central Zone,Broadband,Dropped Calls,Low,SLA Breached,16.2,68.57,3.25
    TKT-3106,Apr,North Zone,Landline,Service Outage,Medium,In Progress,14.31,57.54,2.97
    TKT-3107,Aug,North Zone,Broadband,No Signal,Medium,Resolved,18.62,57.74,2.76
    TKT-3108,Jan,South Zone,Mobile,Billing Error,Low,In Progress,14.46,64.8,2.88
    TKT-3109,Mar,West Zone,Mobile,Billing Error,High,Resolved,7.14,19.12,4.53
    TKT-3110,Mar,South Zone,Broadband,Installation Delay,Medium,In Progress,8.01,30.31,3.99
    TKT-3111,Mar,West Zone,TV,Service Outage,Low,SLA Breached,13.84,54.03,3.27
    TKT-3112,Jan,Central Zone,Broadband,Slow Internet,Low,Escalated,18.32,66.78,3.04
    TKT-3113,Jul,West Zone,Landline,No Signal,Medium,SLA Breached,15.3,62.4,3.37
    TKT-3114,Oct,Central Zone,Broadband,Billing Error,Low,In Progress,19.14,51.77,2.8
    TKT-3115,Mar,West Zone,Landline,Billing Error,High,Escalated,12.55,39.16,3.74
    TKT-3116,Sep,Central Zone,Mobile,Installation Delay,Medium,Resolved,19.4,42.99,3.45
    TKT-3117,Sep,North Zone,Mobile,Service Outage,Low,Escalated,9.44,24.28,3.32
    TKT-3118,Sep,North Zone,Broadband,Billing Error,Medium,SLA Breached,15.22,74.51,2.43
    TKT-3119,Jan,South Zone,TV,Dropped Calls,Low,Escalated,10.76,50.02,3.38
    TKT-3120,Jul,South Zone,Broadband,Slow Internet,Medium,SLA Breached,10.53,53.46,3.17
    TKT-3121,Jan,North Zone,Mobile,Billing Error,High,Escalated,12.03,67.83,3.68
    TKT-3122,Sep,South Zone,Landline,Service Outage,High,Resolved,13.8,46.8,3.41
    TKT-3123,Jan,West Zone,Broadband,Installation Delay,Medium,Escalated,11.85,57.96,3.37
    TKT-3124,Mar,North Zone,Landline,Service Outage,Medium,Escalated,19.1,65.07,3.16
    TKT-3125,Dec,East Zone,Broadband,Service Outage,Low,Escalated,14.32,72.14,3.1
    TKT-3126,Jan,West Zone,Broadband,Dropped Calls,Low,Resolved,11.7,67.23,3.39
    TKT-3127,Jan,Central Zone,Landline,Installation Delay,High,In Progress,9.04,62.14,3.04
    TKT-3128,Mar,Central Zone,Mobile,Billing Error,Medium,Resolved,10.78,43.77,3.23
    TKT-3129,Nov,North Zone,Mobile,No Signal,Low,SLA Breached,14.15,49.06,3.24
    TKT-3130,Aug,West Zone,Landline,Installation Delay,Low,SLA Breached,18.72,53.49,2.71
    TKT-3131,Jun,West Zone,Broadband,Service Outage,High,In Progress,16.6,49.73,3.7
    TKT-3132,Apr,West Zone,TV,Dropped Calls,Low,In Progress,6.31,37.16,4.0
    TKT-3133,Mar,East Zone,Mobile,No Signal,Medium,In Progress,7.59,49.61,3.79
    TKT-3134,Feb,East Zone,TV,No Signal,High,Escalated,15.56,29.47,3.48
    TKT-3135,May,South Zone,Landline,Billing Error,High,Escalated,18.66,49.18,3.76
    TKT-3136,Dec,Central Zone,TV,Dropped Calls,Low,In Progress,15.47,45.26,3.39
    TKT-3137,Jul,North Zone,Landline,Dropped Calls,Medium,Resolved,9.61,33.57,3.7
    TKT-3138,May,East Zone,Landline,Service Outage,High,Escalated,8.37,21.06,4.25
    TKT-3139,Nov,South Zone,Landline,Installation Delay,Medium,SLA Breached,5.71,58.99,4.36
    TKT-3140,Nov,South Zone,Broadband,Slow Internet,Low,SLA Breached,18.97,32.24,3.6
    TKT-3141,Feb,North Zone,Landline,Dropped Calls,High,Escalated,8.95,30.46,4.28
    TKT-3142,Dec,North Zone,Broadband,Service Outage,Low,Resolved,14.17,25.19,3.77
    TKT-3143,Aug,South Zone,Mobile,Slow Internet,Medium,Resolved,10.87,34.8,3.65
    TKT-3144,May,West Zone,Broadband,Dropped Calls,Low,Escalated,18.2,75.41,2.06
    TKT-3145,Jan,North Zone,Landline,Installation Delay,Low,In Progress,13.66,36.24,3.98
    TKT-3146,Sep,East Zone,Broadband,Service Outage,Medium,SLA Breached,12.88,28.75,4.3
    TKT-3147,Aug,East Zone,TV,Service Outage,Low,In Progress,16.41,34.72,3.74
    TKT-3148,Sep,West Zone,Broadband,Dropped Calls,Medium,In Progress,9.15,65.27,3.61
    TKT-3149,Sep,Central Zone,Mobile,Dropped Calls,Low,In Progress,17.92,29.35,3.15
    TKT-3150,Aug,Central Zone,Broadband,Billing Error,Medium,Resolved,9.33,41.63,3.57
    TKT-3151,May,West Zone,TV,Billing Error,Medium,Resolved,5.23,50.27,3.29
    TKT-3152,Jan,West Zone,TV,Installation Delay,High,Resolved,13.18,53.94,3.24
    TKT-3153,Dec,Central Zone,Broadband,Slow Internet,Medium,Resolved,19.96,64.0,2.53
    TKT-3154,Mar,East Zone,Broadband,Installation Delay,Medium,SLA Breached,13.52,64.18,3.87
    TKT-3155,Apr,South Zone,Landline,Installation Delay,Medium,Resolved,10.87,21.55,4.0
    TKT-3156,Nov,South Zone,Landline,No Signal,Low,SLA Breached,15.52,57.83,3.32
    TKT-3157,Jan,Central Zone,Landline,Service Outage,Low,In Progress,12.33,58.91,3.86
    TKT-3158,Jul,East Zone,Mobile,Slow Internet,High,Escalated,11.49,52.89,3.9
    TKT-3159,Aug,Central Zone,Broadband,Slow Internet,Low,Escalated,8.53,54.64,3.08
    TKT-3160,Nov,South Zone,TV,Service Outage,Low,Resolved,7.93,49.75,4.02
    TKT-3161,Jan,West Zone,Mobile,Dropped Calls,High,Escalated,12.53,23.38,4.08
    TKT-3162,Jan,Central Zone,Mobile,Dropped Calls,Medium,SLA Breached,18.49,36.41,3.83
    TKT-3163,Feb,South Zone,Landline,Dropped Calls,Medium,Resolved,11.9,54.71,3.55
    TKT-3164,Jun,South Zone,Landline,Dropped Calls,High,Resolved,6.39,61.83,3.98
    TKT-3165,May,North Zone,Mobile,Service Outage,Medium,In Progress,11.76,51.75,4.32
    TKT-3166,Nov,North Zone,Mobile,Slow Internet,Medium,SLA Breached,6.12,40.26,3.51
    TKT-3167,Sep,Central Zone,Mobile,Slow Internet,High,In Progress,18.8,53.27,3.02
    TKT-3168,May,East Zone,TV,Billing Error,Low,Resolved,19.41,70.85,2.95
    TKT-3169,May,South Zone,Mobile,Slow Internet,Low,SLA Breached,5.16,15.45,5.0
    TKT-3170,Dec,East Zone,Mobile,No Signal,Low,Resolved,18.35,28.81,3.17
    TKT-3171,Mar,Central Zone,Mobile,No Signal,Medium,Escalated,5.7,42.61,4.24
    TKT-3172,May,East Zone,Broadband,Dropped Calls,Medium,Resolved,5.22,52.76,4.17
    TKT-3173,Feb,South Zone,Mobile,Billing Error,Medium,Escalated,7.22,66.9,3.25
    TKT-3174,Nov,East Zone,Mobile,Billing Error,High,SLA Breached,6.37,17.42,3.81
    TKT-3175,Sep,Central Zone,Mobile,Service Outage,Low,In Progress,14.88,48.68,3.77
    TKT-3176,Dec,North Zone,Broadband,Installation Delay,High,SLA Breached,13.49,58.62,3.77
    TKT-3177,May,North Zone,Broadband,Slow Internet,Low,SLA Breached,13.53,37.2,4.09
    TKT-3178,Mar,West Zone,Mobile,Billing Error,Medium,In Progress,17.78,66.35,2.84
    TKT-3179,Apr,South Zone,TV,No Signal,Low,Escalated,7.04,45.16,4.03
    TKT-3180,Mar,West Zone,Landline,Service Outage,High,SLA Breached,18.95,62.13,3.24
    TKT-3181,Mar,South Zone,TV,Dropped Calls,High,SLA Breached,19.4,63.75,2.35
    TKT-3182,Mar,East Zone,TV,Slow Internet,High,Resolved,12.06,28.59,3.98
    TKT-3183,Aug,South Zone,TV,Slow Internet,Medium,SLA Breached,17.0,40.41,3.29
    TKT-3184,Jul,Central Zone,Mobile,Billing Error,Medium,SLA Breached,11.37,56.9,3.56
    TKT-3185,Dec,North Zone,Broadband,No Signal,Medium,In Progress,16.45,34.81,3.36
    TKT-3186,May,East Zone,Broadband,Slow Internet,Low,SLA Breached,19.9,66.79,3.1
    TKT-3187,Oct,South Zone,Mobile,Installation Delay,High,Resolved,17.52,51.5,3.37
    TKT-3188,Aug,East Zone,TV,Billing Error,Low,Escalated,11.85,27.22,3.7
    TKT-3189,Jul,North Zone,TV,Dropped Calls,Medium,SLA Breached,14.89,60.69,2.88
    TKT-3190,Nov,South Zone,Landline,Service Outage,Low,In Progress,19.87,56.46,2.85
    TKT-3191,Aug,West Zone,Broadband,No Signal,High,In Progress,5.16,58.67,3.83
    TKT-3192,Sep,North Zone,Broadband,Slow Internet,High,Resolved,9.2,59.06,4.0
    TKT-3193,Dec,Central Zone,TV,Installation Delay,High,In Progress,17.12,75.16,2.87
    TKT-3194,Apr,West Zone,Mobile,Dropped Calls,Medium,SLA Breached,18.28,63.92,2.7
    TKT-3195,May,Central Zone,Broadband,Billing Error,Medium,SLA Breached,14.25,38.73,3.5
    TKT-3196,Dec,East Zone,TV,Dropped Calls,High,SLA Breached,9.83,36.6,3.51
    TKT-3197,Mar,East Zone,Landline,No Signal,High,In Progress,6.36,55.2,3.19
    TKT-3198,Oct,East Zone,Mobile,No Signal,Medium,SLA Breached,19.69,54.54,2.89
    TKT-3199,Jun,South Zone,Broadband,No Signal,Low,SLA Breached,5.59,60.83,3.53
    TKT-3200,Aug,West Zone,Mobile,Dropped Calls,High,SLA Breached,19.76,33.58,3.21
    TKT-3201,Apr,Central Zone,Broadband,Dropped Calls,High,In Progress,13.82,34.05,3.18
    TKT-3202,Oct,Central Zone,TV,Slow Internet,Low,Resolved,18.12,35.77,3.49
    TKT-3203,Dec,West Zone,TV,Dropped Calls,High,SLA Breached,6.41,58.69,3.66
    TKT-3204,May,Central Zone,Landline,Slow Internet,High,Escalated,5.57,24.43,4.5
    TKT-3205,Aug,North Zone,Landline,Billing Error,Low,Escalated,18.33,78.15,2.55
    TKT-3206,Nov,Central Zone,Broadband,Slow Internet,Low,Escalated,10.42,56.3,3.86
